sbytes,dbytes,rate,sttl,sload,dload,ct_state_ttl,ct_dst_src_ltm,ct_srv_dst,attack_cat,label
200,0,200000.0051,254,160000000.0,0.0,2,10,8,DoS,1
200,0,200000.0051,254,160000000.0,0.0,2,10,8,DoS,1
168,0,250000.0006,254,168000000.0,0.0,2,1,1,Reconnaissance,1
200,0,200000.0051,254,160000000.0,0.0,2,10,8,Exploits,1
1384,354,23.076349,254,13530.88574,3366.432129,1,2,2,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,10,8,Backdoor,1
200,0,100000.0025,254,80000000.0,0.0,2,10,8,DoS,1
200,0,142857.1409,254,114285712.0,0.0,2,10,8,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,10,8,Analysis,1
168,0,111111.1072,254,74666664.0,0.0,2,1,5,Reconnaissance,1
564,354,21.289172,254,5089.364258,3105.714355,1,1,1,Reconnaissance,1
1278,354,20.039395,254,10854.2793,2923.394043,1,1,1,Reconnaissance,1
838,268,27.563649,254,11098.96289,3292.937256,1,1,2,Reconnaissance,1
952,268,28.834954,254,13179.49609,3444.815674,1,1,2,Exploits,1
708,268,28.750614,254,9782.875977,3434.73999,1,1,1,Shellcode,1
534,268,28.640384,254,7347.212891,3421.571289,1,4,4,Fuzzers,1
200,0,142857.1409,254,114285712.0,0.0,2,17,14,Backdoor,1
200,0,142857.1409,254,114285712.0,0.0,2,17,14,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,DoS,1
756,354,17.64919,254,5656.046387,2574.705322,1,3,3,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Exploits,1
564,354,23.967731,254,5729.697754,3496.468994,1,1,1,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Analysis,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,DoS,1
540,354,16.919919,254,3869.684814,2468.317627,1,3,3,Fuzzers,1
1104,816,25.265862,254,9740.591797,7074.441406,1,1,1,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,DoS,1
212,0,200000.0051,254,169600000.0,0.0,2,1,3,Shellcode,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Exploits,1
564,354,20.474478,254,4894.604492,2986.86499,1,1,1,Reconnaissance,1
168,0,66666.66835,254,44800000.0,0.0,2,1,1,Reconnaissance,1
168,0,250000.0006,254,168000000.0,0.0,2,2,1,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Analysis,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Backdoor,1
126,0,250000.0006,254,126000000.0,0.0,2,3,1,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,17,14,Exploits,1
200,0,125000.0003,254,100000000.0,0.0,2,17,14,DoS,1
152,82,22.458452,254,4551.57959,2455.45752,0,1,1,Exploits,1
200,0,125000.0003,254,100000000.0,0.0,2,17,14,DoS,1
200,0,125000.0003,254,100000000.0,0.0,2,17,14,Exploits,1
564,354,20.89674,254,4995.550293,3048.465576,1,1,1,Reconnaissance,1
1002,726,24.328469,254,9413.836914,6514.908203,1,2,2,Fuzzers,1
632,268,27.484157,254,8340.525391,3283.440674,1,7,8,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,14,11,Analysis,1
200,0,111111.1072,254,88888888.0,0.0,2,14,11,DoS,1
756,354,17.808842,254,5707.210449,2597.99585,1,1,1,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,14,11,DoS,1
640,268,22.76798,254,6994.323242,2720.014648,1,11,11,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,14,11,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,14,11,Exploits,1
200,0,142857.1409,254,114285712.0,0.0,2,14,11,Reconnaissance,1
200,0,142857.1409,254,114285712.0,0.0,2,14,11,Backdoor,1
200,0,142857.1409,254,114285712.0,0.0,2,14,11,DoS,1
200,0,142857.1409,254,114285712.0,0.0,2,14,11,Exploits,1
1374,354,27.362115,254,15927.96973,3991.649658,1,1,1,Exploits,1
200,0,142857.1409,254,114285712.0,0.0,2,14,11,Exploits,1
748,354,19.369621,254,6143.587891,2825.685791,1,1,1,Reconnaissance,1
564,354,18.740216,254,4480.01416,2733.866943,1,1,1,Reconnaissance,1
900,354,23.029238,254,8778.204102,3359.55957,1,1,1,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,Fuzzers,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,Fuzzers,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,Reconnaissance,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,14,11,Exploits,1
200,0,200000.0051,254,160000000.0,0.0,2,14,11,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,Analysis,1
1192,354,19.479463,254,9835.983398,2841.709961,1,1,1,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,Analysis,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,13,9,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,13,9,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,13,9,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,13,9,Exploits,1
846,354,17.736583,254,6360.129883,2587.454346,1,1,1,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,DoS,1
678,268,31.082349,254,10128.70117,3713.304688,1,17,1,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,DoS,1
564,354,21.210072,254,5070.455078,3094.175293,1,2,2,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,13,9,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,13,9,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,13,9,DoS,1
168,0,111111.1072,254,74666664.0,0.0,2,1,1,Reconnaissance,1
200,0,200000.0051,254,160000000.0,0.0,2,13,9,Reconnaissance,1
200,0,200000.0051,254,160000000.0,0.0,2,13,9,Reconnaissance,1
200,0,200000.0051,254,160000000.0,0.0,2,13,9,Backdoor,1
200,0,200000.0051,254,160000000.0,0.0,2,13,9,DoS,1
168,0,125000.0003,254,84000000.0,0.0,2,2,2,Reconnaissance,1
200,0,200000.0051,254,160000000.0,0.0,2,13,9,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,Reconnaissance,1
532,268,32.524063,254,8308.814453,3885.541504,1,4,14,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,DoS,1
168,0,250000.0006,254,168000000.0,0.0,2,1,14,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,Exploits,1
200,0,200000.0051,254,160000000.0,0.0,2,10,7,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,10,7,Analysis,1
200,0,111111.1072,254,88888888.0,0.0,2,10,7,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,10,7,Exploits,1
104,0,125000.0003,254,52000000.0,0.0,2,11,11,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,10,7,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,10,7,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,10,7,DoS,1
558,268,21.815453,254,5852.358887,2606.219482,1,4,4,Fuzzers,1
200,0,166666.6608,254,133333328.0,0.0,2,10,7,Exploits,1
168,0,111111.1072,254,74666664.0,0.0,2,1,1,Reconnaissance,1
184,0,142857.1409,254,105142856.0,0.0,2,4,4,Fuzzers,1
264,0,142857.1409,254,150857136.0,0.0,2,4,4,Fuzzers,1
200,0,166666.6608,254,133333328.0,0.0,2,10,7,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,5,3,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,5,3,Exploits,1
522,268,27.238308,254,6827.73584,3254.069824,1,2,3,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,5,3,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,5,3,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,5,3,Analysis,1
200,0,111111.1072,254,88888888.0,0.0,2,5,3,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,13,8,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,13,8,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,13,8,Backdoor,1
200,0,100000.0025,254,80000000.0,0.0,2,13,8,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,13,8,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,13,8,Exploits,1
168,0,125000.0003,254,84000000.0,0.0,2,1,1,Reconnaissance,1
450,374,26.206986,254,4994.743164,4045.125244,1,2,5,Backdoor,1
168,0,100000.0025,254,67200000.0,0.0,2,1,3,Reconnaissance,1
200,0,166666.6608,254,133333328.0,0.0,2,13,8,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,13,8,DoS,1
564,354,22.153416,254,5295.969727,3231.79248,1,1,1,Reconnaissance,1
200,0,166666.6608,254,133333328.0,0.0,2,13,8,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,13,8,Backdoor,1
200,0,111111.1072,254,88888888.0,0.0,2,13,8,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,13,8,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,8,6,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,8,6,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,8,6,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,8,6,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,8,6,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,8,6,DoS,1
534,268,26.853617,254,6888.847656,3208.112061,1,3,4,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,8,6,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,8,6,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,8,6,Exploits,1
534,268,39.188228,254,10053.08691,4681.687012,1,5,5,Fuzzers,1
534,268,38.540894,254,9887.024414,4604.352051,1,3,3,Fuzzers,1
86,0,142857.1409,254,49142856.0,0.0,2,1,1,Exploits,1
244,0,166666.6608,254,162666656.0,0.0,2,1,1,Shellcode,1
564,354,19.09857,254,4565.681641,2786.144287,1,1,1,Reconnaissance,1
168,0,200000.0051,254,134400000.0,0.0,2,1,2,Reconnaissance,1
198,0,111111.1072,254,88000000.0,0.0,2,2,2,Fuzzers,1
168,0,100000.0025,254,67200000.0,0.0,2,1,1,Reconnaissance,1
168,0,111111.1072,254,74666664.0,0.0,2,1,1,Reconnaissance,1
168,0,166666.6608,254,112000000.0,0.0,2,1,1,Reconnaissance,1
564,354,22.225506,254,5313.203125,3242.309082,1,1,1,Reconnaissance,1
210,0,111111.1072,254,93333328.0,0.0,2,4,4,Fuzzers,1
168,0,50000.00126,254,33600000.0,0.0,2,1,1,Reconnaissance,1
982,268,22.499112,254,10607.58106,2687.894043,1,2,2,Exploits,1
160,0,125000.0003,254,80000000.0,0.0,2,3,3,Fuzzers,1
1204,814,16.941591,254,7125.149414,4730.737793,1,2,2,Fuzzers,1
104,0,111111.1072,254,46222220.0,0.0,2,3,3,Fuzzers,1
168,0,111111.1072,254,74666664.0,0.0,2,1,1,Reconnaissance,1
178,0,125000.0003,254,89000000.0,0.0,2,3,3,Fuzzers,1
104,0,125000.0003,254,52000000.0,0.0,2,2,2,Fuzzers,1
1208,770,26.784621,254,11448.5127,6877.270508,1,1,1,Fuzzers,1
564,354,23.625155,254,5647.801758,3446.493164,1,1,1,Reconnaissance,1
104,0,200000.0051,254,83200000.0,0.0,2,3,3,Fuzzers,1
836,468,37.771935,254,12198.34668,6520.628906,1,1,1,Exploits,1
168,0,100000.0025,254,67200000.0,0.0,2,1,1,Reconnaissance,1
564,354,19.865731,254,4749.078125,2898.05957,1,1,1,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,8,5,Reconnaissance,1
174,0,200000.0051,254,139200000.0,0.0,2,3,3,Fuzzers,1
200,0,100000.0025,254,80000000.0,0.0,2,8,5,Backdoor,1
200,0,100000.0025,254,80000000.0,0.0,2,8,5,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,8,5,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,8,5,Exploits,1
200,0,200000.0051,254,160000000.0,0.0,2,8,5,DoS,1
200,0,200000.0051,254,160000000.0,0.0,2,8,5,DoS,1
688,728,27.485396,254,6032.446777,6386.171875,1,1,1,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,Backdoor,1
774,642,21.010223,254,4834.032227,3960.006836,1,2,1,Fuzzers,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,Analysis,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,10,7,Exploits,1
206,0,111111.1072,254,91555552.0,0.0,2,2,2,Fuzzers,1
608,646,42.941443,254,9908.172852,10522.91309,1,3,3,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,10,7,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,10,7,DoS,1
168,0,111111.1072,254,74666664.0,0.0,2,1,1,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,10,7,Exploits,1
936,556,32.435182,254,9112.988281,5200.008301,1,4,5,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,10,7,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,10,7,Exploits,1
608,646,37.374574,254,8623.691406,9158.737305,1,3,3,Exploits,1
200,0,200000.0051,254,160000000.0,0.0,2,10,7,Exploits,1
200,0,200000.0051,254,160000000.0,0.0,2,10,7,Exploits,1
536,440,45.801386,254,29459.45117,16122.08789,0,1,1,Fuzzers,1
1206,856,48.072671,254,17229.24609,12075.85449,1,1,1,Exploits,1
1276,268,57.958473,254,35516.95313,6924.105469,1,4,4,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,14,12,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,14,12,DoS,1
536,440,45.801386,254,29459.45117,16122.08789,0,1,1,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,14,12,DoS,1
536,440,45.801386,254,29459.45117,16122.08789,0,1,1,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,14,12,Exploits,1
536,440,45.801386,254,29459.45117,16122.08789,0,1,1,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,Reconnaissance,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,Reconnaissance,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,DoS,1
542,268,46.811951,254,12183.59082,5592.467773,1,3,3,Fuzzers,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,DoS,1
168,0,90909.0902,254,61090908.0,0.0,2,1,1,Reconnaissance,1
152,0,100000.0025,254,60800000.0,0.0,2,1,1,Backdoor,1
152,0,100000.0025,254,60800000.0,0.0,2,1,1,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,Exploits,1
152,0,100000.0025,254,60800000.0,0.0,2,1,1,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,Exploits,1
200,0,200000.0051,254,160000000.0,0.0,2,14,12,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,14,12,Analysis,1
200,0,111111.1072,254,88888888.0,0.0,2,14,12,Analysis,1
200,0,111111.1072,254,88888888.0,0.0,2,14,12,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,14,12,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,14,12,Exploits,1
706,268,42.454554,254,14400.58496,5071.903809,1,3,3,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,14,12,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,14,12,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,14,12,DoS,1
908,354,37.162369,254,14305.32617,5421.333984,1,1,1,Shellcode,1
200,0,100000.0025,254,80000000.0,0.0,2,14,12,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,14,12,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,14,12,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,14,12,Exploits,1
104,0,100000.0025,254,41600000.0,0.0,2,2,2,Fuzzers,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,Analysis,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,DoS,1
564,412,47.590654,254,11376.96582,8084.8125,1,1,1,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,14,12,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,DoS,1
564,354,25.446473,254,6083.204102,3712.191406,1,1,1,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,Exploits,1
168,0,111111.1072,254,74666664.0,0.0,2,1,1,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,Exploits,1
564,354,23.717114,254,5669.785645,3459.908447,1,1,1,Reconnaissance,1
200,0,0.0,254,0.0,0.0,2,9,7,Reconnaissance,1
200,0,0.0,254,0.0,0.0,2,9,7,Reconnaissance,1
200,0,0.0,254,0.0,0.0,2,9,7,Backdoor,1
200,0,0.0,254,0.0,0.0,2,9,7,DoS,1
200,0,0.0,254,0.0,0.0,2,9,7,Exploits,1
168,0,111111.1072,254,74666664.0,0.0,2,1,1,Reconnaissance,1
364,564,23.582347,62,4012.143311,6213.162598,1,2,1,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,Backdoor,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,DoS,1
168,0,111111.1072,254,74666664.0,0.0,2,1,1,Reconnaissance,1
1266,268,61.49759,254,37390.53516,7346.912109,1,1,1,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,9,7,Exploits,1
184,0,166666.6608,254,122666664.0,0.0,2,1,1,Shellcode,1
200,0,111111.1072,254,88888888.0,0.0,2,6,4,Analysis,1
200,0,111111.1072,254,88888888.0,0.0,2,6,4,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,6,4,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,6,4,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,6,4,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,6,4,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,6,4,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,6,4,Analysis,1
200,0,100000.0025,254,80000000.0,0.0,2,6,4,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,6,4,Exploits,1
200,0,100000.0025,254,80000000.0,0.0,2,6,4,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,6,4,Fuzzers,1
200,0,111111.1072,254,88888888.0,0.0,2,6,4,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,6,4,Exploits,1
200,0,111111.1072,254,88888888.0,0.0,2,6,3,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,6,3,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,6,3,Backdoor,1
200,0,111111.1072,254,88888888.0,0.0,2,6,3,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,6,3,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,6,3,Analysis,1
200,0,166666.6608,254,133333328.0,0.0,2,6,3,Exploits,1
208,0,111111.1072,254,92444440.0,0.0,2,5,5,Fuzzers,1
638,354,29.701587,254,8036.899902,4332.9375,1,1,1,Shellcode,1
240,0,142857.1409,254,137142848.0,0.0,2,2,2,Fuzzers,1
232,0,166666.6608,254,154666656.0,0.0,2,5,5,Fuzzers,1
942,556,24.107423,254,6819.507812,3864.9021,1,3,4,Fuzzers,1
168,0,111111.1072,254,74666664.0,0.0,2,1,1,Reconnaissance,1
152,0,100000.0025,254,60800000.0,0.0,2,1,1,Exploits,1
152,0,100000.0025,254,60800000.0,0.0,2,1,1,Exploits,1
168,0,111111.1072,254,74666664.0,0.0,2,2,2,Reconnaissance,1
86,0,66666.66835,254,22933334.0,0.0,2,1,1,DoS,1
222,0,200000.0051,254,177600000.0,0.0,2,3,3,Fuzzers,1
104,0,111111.1072,254,46222220.0,0.0,2,5,5,Fuzzers,1
486,268,46.166773,254,10784.55762,5515.390625,1,8,8,Fuzzers,1
1114,268,50.374789,254,26947.1543,6018.10791,1,5,5,Fuzzers,1
152,0,111111.1072,254,67555552.0,0.0,2,4,4,Fuzzers,1
172,0,111111.1072,254,76444440.0,0.0,2,2,2,Fuzzers,1
564,354,18.305414,254,4376.070801,2670.437012,1,1,2,Reconnaissance,1
230,0,142857.1409,254,131428568.0,0.0,2,4,4,Fuzzers,1
1620,468,26.763202,254,16734.04492,4620.173828,1,1,1,Exploits,1
232,0,166666.6608,254,154666656.0,0.0,2,4,4,Fuzzers,1
756,268,66.143691,254,24023.38867,7901.966309,1,3,3,Fuzzers,1
104,0,166666.6608,254,69333328.0,0.0,2,3,3,Fuzzers,1
1304,778,24.505884,254,12340.64746,7026.739746,1,1,1,Exploits,1
756,268,41.969782,254,15243.42481,5013.989746,1,4,4,Fuzzers,1
756,268,70.012974,254,25428.71289,8364.216797,1,4,4,Fuzzers,1
104,0,100000.0025,254,41600000.0,0.0,2,2,2,Fuzzers,1
104,0,250000.0006,254,104000000.0,0.0,2,5,5,Fuzzers,1
564,354,20.247327,254,4840.302246,2953.727783,1,1,1,Reconnaissance,1
756,268,58.603824,254,21284.9082,7001.203613,1,2,2,Fuzzers,1
258,0,111111.1072,254,114666664.0,0.0,2,4,4,Fuzzers,1
104,0,111111.1072,254,46222220.0,0.0,2,2,2,Fuzzers,1
564,354,21.715,254,5191.162598,3167.835205,1,1,1,Reconnaissance,1
176,0,100000.0025,254,70400000.0,0.0,2,1,1,Shellcode,1
104,0,111111.1072,254,46222220.0,0.0,2,3,3,Fuzzers,1
104,0,166666.6608,254,69333328.0,0.0,2,8,8,Fuzzers,1
104,0,100000.0025,254,41600000.0,0.0,2,8,8,Fuzzers,1
194,0,111111.1072,254,86222216.0,0.0,2,3,3,Fuzzers,1
166,0,111111.1072,254,73777776.0,0.0,2,3,3,Fuzzers,1
104,0,111111.1072,254,46222220.0,0.0,2,2,2,Fuzzers,1
168,0,142857.1409,254,96000000.0,0.0,2,1,1,Reconnaissance,1
104,0,111111.1072,254,46222220.0,0.0,2,4,4,Fuzzers,1
104,0,100000.0025,254,41600000.0,0.0,2,2,3,Fuzzers,1
200,0,142857.1409,254,114285712.0,0.0,2,6,3,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,12,9,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,12,9,Reconnaissance,1
200,0,111111.1072,254,88888888.0,0.0,2,12,9,Backdoor,1
200,0,111111.1072,254,88888888.0,0.0,2,12,9,DoS,1
200,0,111111.1072,254,88888888.0,0.0,2,12,9,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,12,9,Fuzzers,1
200,0,166666.6608,254,133333328.0,0.0,2,12,9,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,12,9,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,12,9,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,12,9,Exploits,1
616,268,27.22822,254,8059.553223,3252.864746,1,1,1,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,12,9,Exploits,1
168,0,111111.1072,254,74666664.0,0.0,2,1,1,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,12,9,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,12,9,Reconnaissance,1
200,0,166666.6608,254,133333328.0,0.0,2,12,9,Analysis,1
200,0,166666.6608,254,133333328.0,0.0,2,12,9,DoS,1
200,0,166666.6608,254,133333328.0,0.0,2,12,9,Exploits,1
200,0,166666.6608,254,133333328.0,0.0,2,12,9,Exploits,1
200,0,200000.0051,254,160000000.0,0.0,2,12,9,DoS,1
200,0,200000.0051,254,160000000.0,0.0,2,12,9,Exploits,1
846,268,42.686153,254,17347.65234,5099.572266,1,1,1,Exploits,1
564,354,22.869627,254,5467.186035,3336.274902,1,1,1,Reconnaissance,1
200,0,100000.0025,254,80000000.0,0.0,2,12,9,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,12,9,DoS,1
200,0,100000.0025,254,80000000.0,0.0,2,12,9,DoS,1
